time,location_name,temperature,humidity,weather_desc
2025-05-18 14:00,Mumbai,27.9,50.1,Clear
2025-05-18 15:00,Mumbai,30.7,44.7,Clear
2025-05-18 16:00,Mumbai,20.9,72.3,Clear
2025-05-18 17:00,Mumbai,26.1,54.7,Sunny
2025-05-18 18:00,Mumbai,31.7,72.0,Clear
2025-05-18 19:00,Mumbai,23.9,60.1,Sunny
2025-05-18 20:00,Mumbai,27.1,42.5,Rain
2025-05-18 21:00,Mumbai,24.4,59.1,Clear
2025-05-18 22:00,Mumbai,24.7,47.9,Rain
2025-05-18 23:00,Mumbai,27.8,74.9,Sunny
2025-05-17 00:00,Delhi,21.4,41.8,Sunny
2025-05-17 01:00,Delhi,25.7,78.0,Cloudy
2025-05-17 02:00,Delhi,28.3,43.7,Clear
2025-05-17 03:00,Delhi,27.5,41.4,Sunny
2025-05-17 04:00,Delhi,32.5,77.7,Sunny
2025-05-17 05:00,Delhi,25.6,41.5,Rain
2025-05-17 06:00,Delhi,25.2,44.1,Sunny
2025-05-17 07:00,Delhi,20.9,56.4,Rain
2025-05-17 08:00,Delhi,29.5,52.6,Sunny
2025-05-17 09:00,Delhi,23.8,43.2,Clear
2025-05-17 10:00,Delhi,27.5,50.8,Rain
2025-05-17 11:00,Delhi,30.2,79.3,Cloudy
2025-05-17 12:00,Delhi,28.8,50.7,Cloudy
2025-05-17 13:00,Delhi,22.3,55.7,Sunny
2025-05-17 14:00,Delhi,23.6,40.9,Sunny
2025-05-17 15:00,Delhi,29.7,52.8,Sunny
2025-05-17 16:00,Delhi,34.7,63.4,Sunny
2025-05-17 17:00,Delhi,20.2,80.0,Rain
2025-05-17 18:00,Delhi,21.1,73.6,Cloudy
2025-05-17 19:00,Delhi,27.9,79.7,Sunny
2025-05-17 20:00,Delhi,31.0,68.1,Clear
2025-05-17 21:00,Delhi,22.2,71.4,Rain
2025-05-17 22:00,Delhi,30.4,63.0,Cloudy
2025-05-17 23:00,Delhi,26.9,76.0,Clear
2025-05-18 00:00,Delhi,24.5,68.5,Sunny
2025-05-18 01:00,Delhi,33.3,50.2,Sunny
2025-05-18 02:00,Delhi,26.9,83.2,Cloudy
2025-05-18 03:00,Delhi,34.4,68.6,Rain
2025-05-18 04:00,Delhi,33.0,83.3,Cloudy
2025-05-18 05:00,Delhi,26.8,82.1,Cloudy
2025-05-18 06:00,Delhi,34.7,58.9,Cloudy
2025-05-18 07:00,Delhi,25.7,56.4,Sunny
2025-05-18 08:00,Delhi,30.0,70.1,Cloudy
2025-05-18 09:00,Delhi,30.9,54.1,Rain
2025-05-18 10:00,Delhi,30.2,65.9,Clear
2025-05-18 11:00,Delhi,34.7,77.0,Cloudy
2025-05-18 12:00,Delhi,34.6,61.9,Clear
2025-05-18 13:00,Delhi,25.6,55.6,Clear
2025-05-18 14:00,Delhi,30.1,48.3,Rain
2025-05-18 15:00,Delhi,25.8,60.7,Rain
2025-05-18 16:00,Delhi,29.7,78.6,Sunny
2025-05-18 17:00,Delhi,27.3,52.0,Clear
2025-05-18 18:00,Delhi,21.8,56.2,Cloudy
2025-05-18 19:00,Delhi,20.1,77.3,Cloudy
2025-05-18 20:00,Delhi,22.5,71.9,Rain
2025-05-18 21:00,Delhi,27.1,41.2,Cloudy
2025-05-18 22:00,Delhi,21.9,41.4,Rain
2025-05-18 23:00,Delhi,33.9,80.5,Sunny
2025-05-17 00:00,Bengaluru,20.4,66.9,Cloudy
2025-05-17 01:00,Bengaluru,28.1,82.4,Cloudy
2025-05-17 02:00,Bengaluru,27.2,40.7,Cloudy
2025-05-17 03:00,Bengaluru,21.2,69.9,Sunny
2025-05-17 04:00,Bengaluru,22.1,44.7,Sunny
2025-05-17 05:00,Bengaluru,34.2,57.2,Rain
2025-05-17 06:00,Bengaluru,30.9,68.2,Cloudy
2025-05-17 07:00,Bengaluru,33.2,71.5,Clear
2025-05-17 08:00,Bengaluru,30.5,74.3,Clear
2025-05-17 09:00,Bengaluru,34.9,81.5,Cloudy
2025-05-17 10:00,Bengaluru,26.9,72.6,Rain
2025-05-17 11:00,Bengaluru,32.4,54.4,Cloudy
2025-05-17 12:00,Bengaluru,20.2,65.5,Clear
2025-05-17 13:00,Bengaluru,33.1,52.7,Cloudy
2025-05-17 14:00,Bengaluru,26.0,50.2,Rain
2025-05-17 15:00,Bengaluru,27.4,45.3,Clear
2025-05-17 16:00,Bengaluru,30.0,40.6,Cloudy
2025-05-17 17:00,Bengaluru,32.8,75.3,Cloudy
2025-05-17 18:00,Bengaluru,26.5,65.0,Sunny
2025-05-17 19:00,Bengaluru,27.7,50.0,Cloudy
2025-05-17 20:00,Bengaluru,21.7,57.2,Sunny
2025-05-17 21:00,Bengaluru,31.0,64.0,Sunny
2025-05-17 22:00,Bengaluru,33.5,57.6,Rain
2025-05-17 23:00,Bengaluru,23.1,77.9,Sunny
2025-05-18 00:00,Bengaluru,22.2,50.3,Rain
2025-05-18 01:00,Bengaluru,27.3,61.3,Clear
2025-05-18 02:00,Bengaluru,21.2,43.5,Cloudy
2025-05-18 03:00,Bengaluru,31.8,76.6,Sunny
2025-05-18 04:00,Bengaluru,22.3,44.3,Sunny
2025-05-18 05:00,Bengaluru,23.1,76.2,Cloudy
2025-05-18 06:00,Bengaluru,27.9,69.0,Sunny
2025-05-18 07:00,Bengaluru,22.7,83.7,Sunny
2025-05-18 08:00,Bengaluru,28.7,82.4,Sunny
2025-05-18 09:00,Bengaluru,23.2,64.1,Clear
2025-05-18 10:00,Bengaluru,24.3,49.9,Clear
2025-05-18 11:00,Bengaluru,22.6,79.5,Sunny
2025-05-18 12:00,Bengaluru,28.4,41.7,Rain
2025-05-18 13:00,Bengaluru,28.6,66.4,Rain
2025-05-18 14:00,Bengaluru,26.0,43.6,Clear
2025-05-18 15:00,Bengaluru,33.8,55.9,Sunny
2025-05-18 16:00,Bengaluru,20.4,55.3,Rain
2025-05-18 17:00,Bengaluru,33.8,83.6,Sunny
2025-05-18 18:00,Bengaluru,27.6,62.3,Clear
2025-05-18 19:00,Bengaluru,28.8,69.6,Clear
2025-05-18 20:00,Bengaluru,30.8,45.7,Cloudy
2025-05-18 21:00,Bengaluru,24.2,43.9,Rain
2025-05-18 22:00,Bengaluru,29.0,80.5,Clear
2025-05-18 23:00,Bengaluru,25.3,71.1,Rain
2025-05-17 00:00,Kolkata,34.7,56.6,Clear
2025-05-17 01:00,Kolkata,33.1,60.9,Rain
2025-05-17 02:00,Kolkata,31.3,43.6,Clear
2025-05-17 03:00,Kolkata,24.4,53.6,Rain
2025-05-17 04:00,Kolkata,26.0,41.8,Cloudy
2025-05-17 05:00,Kolkata,34.3,80.4,Sunny
2025-05-17 06:00,Kolkata,34.4,77.7,Cloudy
2025-05-17 07:00,Kolkata,28.6,62.4,Clear
2025-05-17 08:00,Kolkata,22.3,76.2,Sunny
2025-05-17 09:00,Kolkata,34.5,72.0,Clear
2025-05-17 10:00,Kolkata,33.0,56.0,Cloudy
2025-05-17 11:00,Kolkata,21.6,59.5,Rain
2025-05-17 12:00,Kolkata,29.3,74.0,Rain
2025-05-17 13:00,Kolkata,21.4,82.2,Clear
2025-05-17 14:00,Kolkata,30.3,42.4,Cloudy
2025-05-17 15:00,Kolkata,29.8,44.7,Cloudy
2025-05-17 16:00,Kolkata,25.0,75.2,Cloudy
2025-05-17 17:00,Kolkata,30.0,71.9,Cloudy
2025-05-17 18:00,Kolkata,20.5,52.7,Sunny
2025-05-17 19:00,Kolkata,27.0,55.1,Cloudy
2025-05-17 20:00,Kolkata,34.7,45.5,Rain
2025-05-17 21:00,Kolkata,32.0,47.4,Sunny
2025-05-17 22:00,Kolkata,23.3,53.8,Rain
2025-05-17 23:00,Kolkata,32.7,67.9,Rain
2025-05-18 00:00,Kolkata,24.6,54.8,Cloudy
2025-05-18 01:00,Kolkata,30.3,77.6,Sunny
2025-05-18 02:00,Kolkata,22.2,51.7,Sunny
2025-05-18 03:00,Kolkata,22.2,81.9,Sunny
2025-05-18 04:00,Kolkata,28.3,44.5,Rain
2025-05-18 05:00,Kolkata,23.3,42.4,Clear
2025-05-18 06:00,Kolkata,25.5,50.5,Clear
2025-05-18 07:00,Kolkata,30.7,65.3,Sunny
2025-05-18 08:00,Kolkata,21.0,55.7,Cloudy
2025-05-18 09:00,Kolkata,26.0,64.3,Sunny
2025-05-18 10:00,Kolkata,25.5,57.3,Sunny
2025-05-18 11:00,Kolkata,23.7,45.4,Rain
2025-05-18 12:00,Kolkata,26.3,43.0,Sunny
2025-05-18 13:00,Kolkata,28.4,57.6,Clear
2025-05-18 14:00,Kolkata,21.4,46.0,Rain
2025-05-18 15:00,Kolkata,23.6,62.4,Sunny
2025-05-18 16:00,Kolkata,22.9,57.9,Sunny
2025-05-18 17:00,Kolkata,32.8,67.5,Rain
2025-05-18 18:00,Kolkata,21.1,50.4,Sunny
2025-05-18 19:00,Kolkata,25.3,42.0,Rain
2025-05-18 20:00,Kolkata,27.5,61.8,Sunny
2025-05-18 21:00,Kolkata,24.2,61.5,Cloudy
2025-05-18 22:00,Kolkata,24.3,76.2,Clear
2025-05-18 23:00,Kolkata,25.8,53.2,Clear
