time,location_name,temperature,humidity,weather_desc
2025-05-17 12:00,Bengaluru,30.6,43.3,Cloudy
2025-05-17 13:00,Bengaluru,30.3,72.1,Cloudy
2025-05-17 14:00,Bengaluru,22.3,45.4,Clear
2025-05-17 15:00,Bengaluru,30.7,42.0,Clear
2025-05-17 16:00,Bengaluru,33.9,75.2,Cloudy
2025-05-17 17:00,Bengaluru,20.7,51.0,Clear
2025-05-17 18:00,Bengaluru,29.7,75.7,Clear
2025-05-17 19:00,Bengaluru,24.9,53.1,Cloudy
2025-05-17 20:00,Bengaluru,28.1,74.0,Sunny
2025-05-17 21:00,Bengaluru,31.2,77.6,Rain
2025-05-17 22:00,Bengaluru,23.0,50.3,Rain
2025-05-17 23:00,Bengaluru,21.0,48.0,Cloudy
2025-05-18 00:00,Bengaluru,33.4,82.9,Rain
2025-05-18 01:00,Bengaluru,26.4,47.3,Sunny
2025-05-18 02:00,Bengaluru,29.1,81.7,Cloudy
2025-05-18 03:00,Bengaluru,33.7,64.9,Clear
2025-05-18 04:00,Bengaluru,31.7,44.1,Sunny
2025-05-18 05:00,Bengaluru,29.8,55.9,Clear
2025-05-18 06:00,Bengaluru,25.9,76.3,Clear
2025-05-18 07:00,Bengaluru,25.6,71.0,Sunny
2025-05-18 08:00,Bengaluru,20.8,69.1,Sunny
2025-05-18 09:00,Bengaluru,28.1,56.2,Rain
2025-05-18 10:00,Bengaluru,25.1,76.3,Rain
2025-05-18 11:00,Bengaluru,26.9,53.9,Sunny
2025-05-18 12:00,Bengaluru,25.9,55.1,Rain
2025-05-18 13:00,Bengaluru,21.0,48.3,Rain
2025-05-18 14:00,Bengaluru,22.5,51.0,Rain
2025-05-18 15:00,Bengaluru,20.3,51.3,Clear
2025-05-18 16:00,Bengaluru,30.8,80.4,Rain
2025-05-18 17:00,Bengaluru,31.6,68.6,Rain
2025-05-18 18:00,Bengaluru,30.1,81.5,Clear
2025-05-18 19:00,Bengaluru,26.9,47.5,Cloudy
2025-05-18 20:00,Bengaluru,27.3,79.1,Sunny
2025-05-18 21:00,Bengaluru,33.1,76.8,Sunny
2025-05-18 22:00,Bengaluru,22.0,47.9,Sunny
2025-05-18 23:00,Bengaluru,22.2,73.9,Sunny
2025-05-17 00:00,Kolkata,25.0,74.8,Cloudy
2025-05-17 01:00,Kolkata,23.7,63.2,Sunny
2025-05-17 02:00,Kolkata,20.2,65.0,Clear
2025-05-17 03:00,Kolkata,33.4,61.7,Clear
2025-05-17 04:00,Kolkata,25.5,63.5,Clear
2025-05-17 05:00,Kolkata,29.6,56.5,Rain
2025-05-17 06:00,Kolkata,23.7,60.3,Cloudy
2025-05-17 07:00,Kolkata,24.6,71.9,Cloudy
2025-05-17 08:00,Kolkata,33.8,69.2,Cloudy
2025-05-17 09:00,Kolkata,31.0,83.0,Rain
2025-05-17 10:00,Kolkata,24.1,72.4,Sunny
2025-05-17 11:00,Kolkata,23.9,52.9,Cloudy
2025-05-17 12:00,Kolkata,26.7,67.3,Rain
2025-05-17 13:00,Kolkata,27.0,81.2,Rain
2025-05-17 14:00,Kolkata,23.8,53.9,Cloudy
2025-05-17 15:00,Kolkata,30.6,42.5,Rain
2025-05-17 16:00,Kolkata,22.7,60.7,Cloudy
2025-05-17 17:00,Kolkata,23.4,79.1,Cloudy
2025-05-17 18:00,Kolkata,31.1,43.6,Sunny
2025-05-17 19:00,Kolkata,34.4,41.0,Cloudy
2025-05-17 20:00,Kolkata,25.6,67.2,Clear
2025-05-17 21:00,Kolkata,33.9,46.5,Rain
2025-05-17 22:00,Kolkata,33.0,60.9,Sunny
2025-05-17 23:00,Kolkata,27.4,69.8,Sunny
2025-05-18 00:00,Kolkata,30.3,63.0,Cloudy
2025-05-18 01:00,Kolkata,30.0,44.9,Rain
2025-05-18 02:00,Kolkata,33.2,84.6,Clear
2025-05-18 03:00,Kolkata,30.2,80.6,Rain
2025-05-18 04:00,Kolkata,28.7,73.1,Sunny
2025-05-18 05:00,Kolkata,30.1,70.0,Cloudy
2025-05-18 06:00,Kolkata,22.2,80.8,Rain
2025-05-18 07:00,Kolkata,32.3,43.4,Clear
2025-05-18 08:00,Kolkata,28.0,66.0,Rain
2025-05-18 09:00,Kolkata,27.5,41.4,Sunny
2025-05-18 10:00,Kolkata,33.2,50.6,Clear
2025-05-18 11:00,Kolkata,34.5,81.2,Clear
2025-05-18 12:00,Kolkata,29.9,73.5,Cloudy
2025-05-18 13:00,Kolkata,23.7,54.0,Rain
2025-05-18 14:00,Kolkata,23.2,67.6,Rain
2025-05-18 15:00,Kolkata,33.9,67.5,Cloudy
2025-05-18 16:00,Kolkata,26.6,63.7,Rain
2025-05-18 17:00,Kolkata,32.0,65.3,Clear
2025-05-18 18:00,Kolkata,28.4,60.6,Sunny
2025-05-18 19:00,Kolkata,21.5,40.2,Cloudy
2025-05-18 20:00,Kolkata,26.0,50.3,Cloudy
2025-05-18 21:00,Kolkata,25.9,61.7,Clear
2025-05-18 22:00,Kolkata,29.5,44.4,Rain
2025-05-18 23:00,Kolkata,20.4,51.4,Rain
